"clu_A","clu_E","Cluster","cond_inh","Unique_Unique_Object"
1,8,"1_8","0.67 His PTx","0.67 His PTx_442863"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442863"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_442864"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_442865"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442866"
1,8,"1_8","162.5 S1P PTx","162.5 S1P PTx_442867"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442869"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442870"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_442870"
2,2,"2_2","0.67 His PTx","0.67 His PTx_442871"
3,7,"3_7","0.67 His PTx","0.67 His PTx_442872"
3,8,"3_8","0.67 His PTx","0.67 His PTx_442873"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442873"
3,5,"3_5","0.67 His PTx","0.67 His PTx_442875"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442875"
1,5,"1_5","0.67 His PTx","0.67 His PTx_442876"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_442877"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442878"
3,8,"3_8","0.67 His PTx","0.67 His PTx_442879"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_442879"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442881"
3,8,"3_8","0.67 His PTx","0.67 His PTx_442882"
1,8,"1_8","162.5 S1P PTx","162.5 S1P PTx_442882"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_442883"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_442883"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442885"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_442885"
1,5,"1_5","0.67 His PTx","0.67 His PTx_442888"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442888"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_442889"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_442891"
3,8,"3_8","0.67 His PTx","0.67 His PTx_442892"
2,7,"2_7","0.67 His PTx","0.67 His PTx_442893"
1,2,"1_2","0.67 His PTx","0.67 His PTx_442894"
3,5,"3_5","0.67 His PTx","0.67 His PTx_442896"
1,2,"1_2","0.67 His PTx","0.67 His PTx_442897"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442897"
1,5,"1_5","0.67 His PTx","0.67 His PTx_442900"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442901"
3,8,"3_8","0.67 His PTx","0.67 His PTx_442903"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_442903"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442905"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442908"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442908"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442911"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442911"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_442913"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442914"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_442915"
1,8,"1_8","162.5 S1P PTx","162.5 S1P PTx_442917"
2,5,"2_5","0.67 His PTx","0.67 His PTx_442919"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442920"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442923"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_442923"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_442925"
3,8,"3_8","0.67 His PTx","0.67 His PTx_442926"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442926"
2,5,"2_5","0.67 His PTx","0.67 His PTx_442927"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442927"
3,6,"3_6","162.5 S1P PTx","162.5 S1P PTx_442930"
1,2,"1_2","0.67 His PTx","0.67 His PTx_442931"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442934"
3,5,"3_5","0.67 His PTx","0.67 His PTx_442935"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442935"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442936"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442939"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_442939"
3,7,"3_7","0.67 His PTx","0.67 His PTx_442940"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442940"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442944"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442944"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_442945"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442949"
1,2,"1_2","0.67 His PTx","0.67 His PTx_442950"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442951"
1,5,"1_5","0.67 His PTx","0.67 His PTx_442952"
2,5,"2_5","0.67 His PTx","0.67 His PTx_442953"
1,5,"1_5","0.67 His PTx","0.67 His PTx_442955"
3,5,"3_5","0.67 His PTx","0.67 His PTx_442957"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_442957"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_442958"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442959"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442960"
1,3,"1_3","0.67 His PTx","0.67 His PTx_442961"
3,5,"3_5","0.67 His PTx","0.67 His PTx_442962"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442965"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_442967"
2,5,"2_5","0.67 His PTx","0.67 His PTx_442970"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_442970"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_442972"
3,8,"3_8","0.67 His PTx","0.67 His PTx_442976"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_442976"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442978"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_442979"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442980"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_442980"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442981"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_442981"
2,7,"2_7","0.67 His PTx","0.67 His PTx_442983"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_442984"
1,5,"1_5","0.67 His PTx","0.67 His PTx_442986"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_442987"
3,8,"3_8","0.67 His PTx","0.67 His PTx_442988"
3,5,"3_5","0.67 His PTx","0.67 His PTx_442991"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442992"
2,5,"2_5","0.67 His PTx","0.67 His PTx_442993"
2,5,"2_5","0.67 His PTx","0.67 His PTx_442995"
2,8,"2_8","0.67 His PTx","0.67 His PTx_442998"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_442999"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443000"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443002"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443003"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443005"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_443007"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443009"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443010"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443012"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443015"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443016"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443016"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443017"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443020"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443022"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443023"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443024"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443025"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443026"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443026"
3,5,"3_5","0.67 His PTx","0.67 His PTx_443028"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443028"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443029"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443030"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_443030"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443030"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443031"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443032"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443033"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443033"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443034"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443036"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443037"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443038"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443038"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443041"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_443042"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443043"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443045"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_443045"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443047"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443048"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443050"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443051"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443052"
2,7,"2_7","0.67 His PTx","0.67 His PTx_443054"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443054"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443059"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443060"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443061"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443063"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_443063"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443065"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443065"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443068"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443069"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_443069"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443070"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443070"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443072"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443073"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443075"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443077"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443078"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443078"
2,7,"2_7","0.67 His PTx","0.67 His PTx_443082"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443082"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443086"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443088"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443088"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_443089"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443089"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443090"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443090"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443092"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443094"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443094"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443095"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443096"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443097"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443098"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443099"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443099"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443100"
1,2,"1_2","0.67 His PTx","0.67 His PTx_443101"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443102"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443103"
3,5,"3_5","0.67 His PTx","0.67 His PTx_443104"
2,7,"2_7","0.67 His PTx","0.67 His PTx_443105"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443106"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443107"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443109"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443110"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443111"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443112"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443112"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443113"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443113"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443114"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443115"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_443115"
1,8,"1_8","162.5 S1P PTx","162.5 S1P PTx_443115"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443116"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443118"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443119"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443121"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_443121"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443122"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443122"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443123"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443125"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443125"
1,8,"1_8","162.5 S1P PTx","162.5 S1P PTx_443127"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443130"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443131"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443133"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443135"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443135"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443136"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443138"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443139"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443139"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443140"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_443140"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443147"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443148"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443149"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443149"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443151"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443151"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443153"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443154"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443154"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443154"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443155"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443156"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443158"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443159"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443159"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_443162"
1,8,"1_8","162.5 S1P PTx","162.5 S1P PTx_443162"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443163"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443167"
2,2,"2_2","0.67 His PTx","0.67 His PTx_443168"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443170"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443173"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443176"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443179"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443179"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443181"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443182"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443183"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443185"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443187"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443189"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443191"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443192"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443194"
2,6,"2_6","0.67 His PTx","0.67 His PTx_443195"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443196"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_443197"
3,7,"3_7","0.67 His PTx","0.67 His PTx_443198"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443198"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443202"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443202"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443204"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_443207"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_443208"
3,5,"3_5","0.67 His PTx","0.67 His PTx_443209"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_443209"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443210"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443210"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443211"
1,8,"1_8","162.5 S1P PTx","162.5 S1P PTx_443211"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443212"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443213"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443214"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443214"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443215"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443217"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_443217"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_443218"
1,4,"1_4","162.5 S1P PTx","162.5 S1P PTx_443218"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443219"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443220"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443221"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443221"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443222"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443223"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443224"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443225"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443226"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443227"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_443228"
1,3,"1_3","162.5 S1P PTx","162.5 S1P PTx_443228"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443229"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443230"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443231"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443233"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443235"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443235"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443236"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443236"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443237"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_443238"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443239"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443240"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443241"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443242"
2,2,"2_2","0.67 His PTx","0.67 His PTx_443243"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443243"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443243"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443244"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443245"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443247"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443248"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_443248"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443251"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443251"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443252"
3,5,"3_5","0.67 His PTx","0.67 His PTx_443255"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443259"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443261"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_443261"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443262"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443262"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443262"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443267"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_443267"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443268"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443269"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443269"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443270"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443270"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443271"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443271"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443271"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443272"
1,2,"1_2","0.67 His PTx","0.67 His PTx_443274"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443276"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443278"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443279"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_443280"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443281"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443281"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443283"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443286"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443289"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443291"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443292"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443292"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443293"
1,8,"1_8","0.67 His PTx","0.67 His PTx_443299"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443302"
2,6,"2_6","0.67 His PTx","0.67 His PTx_443305"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443305"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_443308"
1,3,"1_3","0.67 His PTx","0.67 His PTx_443309"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443312"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443313"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443313"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443315"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443318"
2,7,"2_7","1.23 UK PTx","1.23 UK PTx_443318"
2,5,"2_5","0.67 His PTx","0.67 His PTx_443319"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443319"
3,7,"3_7","162.5 S1P PTx","162.5 S1P PTx_443321"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443323"
1,3,"1_3","162.5 S1P PTx","162.5 S1P PTx_443325"
3,8,"3_8","0.67 His PTx","0.67 His PTx_443326"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443327"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443327"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443328"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443329"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443330"
2,8,"2_8","162.5 S1P PTx","162.5 S1P PTx_443330"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443331"
2,8,"2_8","1.23 UK PTx","1.23 UK PTx_443331"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443332"
2,6,"2_6","162.5 S1P PTx","162.5 S1P PTx_443332"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443333"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443334"
3,8,"3_8","1.23 UK PTx","1.23 UK PTx_443336"
1,2,"1_2","0.67 His PTx","0.67 His PTx_443337"
1,6,"1_6","162.5 S1P PTx","162.5 S1P PTx_443337"
3,8,"3_8","162.5 S1P PTx","162.5 S1P PTx_443338"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443343"
1,5,"1_5","0.67 His PTx","0.67 His PTx_443344"
3,7,"3_7","1.23 UK PTx","1.23 UK PTx_443344"
2,8,"2_8","0.67 His PTx","0.67 His PTx_443345"
